name	price	lat	lon	picture-url	ameneties
Spacious Apartment	$190.00	40.828878746224134	-73.94736246067008	https://a2.muscache.com/im/pictures/64f2eaa5-441f-48db-9d69-f5a7077de8bf.jpg?aki_policy=large	TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50
